site_id,image_file,n_defects,n_corrosion,n_crack,max_confidence,defects_json
SITE0054,corrosion_detection-unzub_main-qimg-7c290a54e6fe1a059923ceebbf167164-lq_jpg.rf.81cedab94eec1d07aefaa8c8b56b65f9.jpg,8,8,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.0613, 0.2464, 0.0835, 0.4663]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.887, 0.399, 0.0709, 0.7939]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4543, 0.4784, 0.0613, 0.1052]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.0325, 0.5853, 0.0499, 0.1124]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.0517, 0.78, 0.0931, 0.1376]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1695, 0.8846, 0.0721, 0.1208]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4675, 0.143, 0.0385, 0.2758]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1947, 0.1538, 0.0865, 0.1106]}]"
SITE0055,corrosion_detection-unzub_Steel-rivets-on-a-copper-bar-submerged-in-3--sodium-chloride-solution-after-six-months_jpg.rf.900a19bf4d2d976e21ee9f2552602736.jpg,8,8,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5, 0.7332, 0.9952, 0.101]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1466, 0.3005, 0.0583, 0.1106]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4712, 0.3197, 0.1388, 0.1202]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.0733, 0.3245, 0.0415, 0.1394]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8041, 0.3329, 0.0451, 0.146]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.119, 0.482, 0.0697, 0.125]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8486, 0.4856, 0.0535, 0.1106]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4808, 0.4904, 0.0571, 0.1202]}]"
SITE0056,corrosion_detection-unzub_A-multi-metal-contact-point-copper-iron-and-stainless-steel-with-paint-coating-layers_png.rf.7d9d2e913ed1a02a3af4689dd913c815.jpg,5,5,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3558, 0.3642, 0.1677, 0.0847]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6575, 0.3774, 0.1899, 0.0907]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5, 0.47, 0.125, 0.0787]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3438, 0.5685, 0.1629, 0.1082]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6454, 0.5889, 0.1508, 0.0763]}]"
SITE0057,corrosion_detection-unzub_Pitting-corrosion-on-the-wall-of-an-Cr18-Ni10-austenitic-stainless-steel-tank-_jpg.rf.e84de6d7abfc1baeedfdddb2ed959039.jpg,11,0,11,0.85,"[{""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.268, 0.2812, 0.0403, 0.241]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.9351, 0.3137, 0.0823, 0.0745]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.0337, 0.3185, 0.018, 0.4886]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.8173, 0.4231, 0.1358, 0.0781]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.6815, 0.4832, 0.0841, 0.0769]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.2909, 0.4832, 0.015, 0.1496]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.6731, 0.4892, 0.0715, 0.0931]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.5168, 0.5577, 0.2248, 0.1004]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.3329, 0.607, 0.1316, 0.0451]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.2861, 0.768, 0.0198, 0.2043]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.0276, 0.7933, 0.0126, 0.1394]}]"
SITE0058,corrosion_detection-unzub_408x240p204x120_jpg.rf.d675d807ea5d612296c4d4cc35c854f4.jpg,9,9,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.506, 0.4207, 0.0463, 0.0517]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1899, 0.5673, 0.1677, 0.1448]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6454, 0.5901, 0.2764, 0.0793]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8666, 0.762, 0.0511, 0.0823]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6226, 0.7752, 0.2788, 0.1587]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.9495, 0.8834, 0.0427, 0.1082]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2921, 0.9123, 0.3239, 0.1418]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2993, 0.1731, 0.0355, 0.2698]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1707, 0.2091, 0.1821, 0.3708]}]"
SITE0059,corrosion_detection-unzub_Crevice-corrosion-occurs-in-areas-of-restricted-geometries--However--the-strategies-that-deal-with-it-depend-on-the-affected-materials-and-operating-mechanisms-_jpg.rf.a63192db550a9d51227467e9b38e9ac0.jpg,4,4,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3942, 0.3029, 0.0853, 0.0811]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3798, 0.0505, 0.0661, 0.0811]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5024, 0.5445, 0.9862, 0.2115]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.655, 0.1887, 0.1322, 0.1827]}]"
SITE0060,corrosion-and-cracks-kuvur_corrosion-37-_jpeg.rf.74d6d2285600c1856e175cb377e43f49.jpg,0,0,0,0.0,[]
SITE0061,corrosion-and-cracks-kuvur_corrosion-4-_jpeg.rf.a80a982df2f3182563af7d44c4b0dcb4.jpg,0,0,0,0.0,[]
SITE0062,corrosion-and-cracks-kuvur_corrosion-62-_jpeg.rf.79a4f977b4fdc01b014033dabce6d279.jpg,0,0,0,0.0,[]
SITE0063,corrosion_detection-unzub_Adjacent-picture-shows-a-classic-example-of-galvanic-corrosion--a-stainless-steel-screw-in-contact-with-a-cadmium-plated-steel-washer-_jpg.rf.7f47419c6526a5a0675b5cf2dc094d32.jpg,9,7,2,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5793, 0.4026, 0.1244, 0.2019]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4002, 0.4038, 0.1755, 0.2157]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.9351, 0.4531, 0.119, 0.7001]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4724, 0.5445, 0.351, 0.0337]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6719, 0.6346, 0.0216, 0.2362]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5565, 0.6671, 0.1761, 0.1845]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3774, 0.6719, 0.1593, 0.1893]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.649, 0.9471, 0.0974, 0.0529]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.5445, 0.9724, 0.0889, 0.0451]}]"
SITE0064,pipe-defects-ybzjr_a4b8bfb5a418bf33304750f0c42f01a0_jpg.rf.9811b762f9bb5a0996176973ff72b5c4.jpg,14,13,1,0.85,"[{""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.3203, 0.4691, 0.1168, 0.135]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.9172, 0.3294, 0.0107, 0.0495]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.877, 0.7614, 0.0212, 0.0514]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8809, 0.8193, 0.031, 0.0641]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.895, 0.8893, 0.03, 0.0749]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8984, 0.7786, 0.01, 0.0166]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.9004, 0.8128, 0.01, 0.0186]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.9082, 0.971, 0.0305, 0.0537]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8521, 0.7448, 0.01, 0.01]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8521, 0.7568, 0.01, 0.01]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8562, 0.7607, 0.01, 0.0156]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.856, 0.7295, 0.01, 0.0234]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.866, 0.7191, 0.0168, 0.0189]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8677, 0.7354, 0.0107, 0.0234]}]"
SITE0065,pipe-defects-ybzjr_fig-6-pinhole-leaks-in-copper-tubing_jpg.rf.f71f0cf56237645918ab6076d7c7ff52.jpg,9,9,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3513, 0.4534, 0.0458, 0.0772]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3292, 0.3775, 0.0294, 0.0674]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3015, 0.3775, 0.0449, 0.0931]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7384, 0.2781, 0.1011, 0.0917]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4379, 0.9056, 0.0392, 0.0662]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2595, 0.8325, 0.0487, 0.0638]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3033, 0.8848, 0.0513, 0.0763]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2039, 0.8468, 0.0493, 0.0712]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.0899, 0.8493, 0.1797, 0.2966]}]"
SITE0066,corrosion_detection-unzub_main-qimg-dd1c9e2f7bbbaf14ab142360f5cb6b03-lq_jpg.rf.5d06d7dacfb7124dc3b6b03c353c954d.jpg,4,3,1,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5072, 0.5589, 0.2398, 0.1701]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1286, 0.5853, 0.2001, 0.6653]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8738, 0.6851, 0.1899, 0.5709]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.619, 0.1947, 0.2674, 0.0721]}]"
SITE0067,corrosion_detection-unzub_surface-cast-iron-corrosion-pitted-260nw-1586460964_jpg.rf.f15b04c98a8af528d7a1116f55c9e2b5.jpg,3,2,1,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3594, 0.5986, 0.149, 0.2542]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.875, 0.637, 0.1677, 0.1478]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5337, 0.2308, 0.1166, 0.2025]}]"
SITE0068,corrosion-and-cracks-kuvur_corrosion-39-_jpeg.rf.656804bf8227fddbca6902c3aed9f43d.jpg,0,0,0,0.0,[]
SITE0069,corrosion-and-cracks-kuvur_corrosion-45-_jpeg.rf.3c921dbcec8f5f55e4a6928afca8880e.jpg,0,0,0,0.0,[]
SITE0070,corrosion-and-cracks-kuvur_corrosion-12-_jpeg.rf.ca4526b6bae9152fb2f60bf8e47d2475.jpg,0,0,0,0.0,[]
SITE0071,corrosion_detection-unzub_Pitting-corrosion-on-the-wall-of-an-Cr18-Ni10-austenitic-stainless-steel-tank-_jpg.rf.e84de6d7abfc1baeedfdddb2ed959039.jpg,11,0,11,0.85,"[{""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.268, 0.2812, 0.0403, 0.241]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.9351, 0.3137, 0.0823, 0.0745]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.0337, 0.3185, 0.018, 0.4886]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.8173, 0.4231, 0.1358, 0.0781]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.6815, 0.4832, 0.0841, 0.0769]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.2909, 0.4832, 0.015, 0.1496]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.6731, 0.4892, 0.0715, 0.0931]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.5168, 0.5577, 0.2248, 0.1004]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.3329, 0.607, 0.1316, 0.0451]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.2861, 0.768, 0.0198, 0.2043]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.0276, 0.7933, 0.0126, 0.1394]}]"
SITE0072,pipe-defects-ybzjr_istockphoto-457074307-612x612_jpg.rf.4e259c1f26d58c93f6399f73d7b5df3b.jpg,5,4,1,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.888, 0.7277, 0.0419, 0.0516]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8654, 0.7666, 0.0351, 0.0542]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8178, 0.7514, 0.0566, 0.073]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8187, 0.5853, 0.0551, 0.0822]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.8265, 0.5102, 0.0718, 0.0408]}]"
SITE0073,corrosion_detection-unzub_Severe-pitting-and-corrosion-to-the-heat-exchanger_jpg.rf.272ea569688feb91a5029a28ae2fb15f.jpg,18,18,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3918, 0.2584, 0.4075, 0.128]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7752, 0.2812, 0.0481, 0.0427]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2728, 0.0361, 0.0385, 0.0523]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2224, 0.381, 0.104, 0.0625]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.488, 0.4243, 0.3948, 0.0559]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8101, 0.4964, 0.0631, 0.0337]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3257, 0.524, 0.0769, 0.0523]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5613, 0.5264, 0.3293, 0.0571]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1887, 0.5938, 0.0258, 0.1965]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2656, 0.6262, 0.0559, 0.0769]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4002, 0.6719, 0.1569, 0.0739]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7933, 0.7103, 0.0667, 0.0288]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6178, 0.7572, 0.0865, 0.1214]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3474, 0.8666, 0.0415, 0.0883]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7151, 0.0877, 0.0385, 0.0367]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.75, 0.881, 0.0667, 0.0337]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.631, 0.8834, 0.0433, 0.0505]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8173, 0.9579, 0.0246, 0.0793]}]"
SITE0074,corrosion_detection-unzub_Galvanic-Corrosion-Corrosion-with-an-Electric-Edge_jpg.rf.da3c21c70a91e968048d33533f828501.jpg,10,10,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8305, 0.3221, 0.0264, 0.0427]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1947, 0.3474, 0.015, 0.1749]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.774, 0.3918, 0.0276, 0.0349]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8257, 0.3954, 0.0216, 0.0385]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7704, 0.4688, 0.021, 0.0421]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8209, 0.4736, 0.0264, 0.0439]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3474, 0.7704, 0.1569, 0.1653]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4796, 0.7849, 0.0721, 0.101]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5505, 0.9195, 0.1154, 0.146]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3486, 0.9243, 0.1538, 0.0793]}]"
SITE0075,corrosion_detection-unzub_download2_jpg.rf.6aadf7c9e0732766f1094dc8e2a9528f.jpg,9,3,6,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7296, 0.4267, 0.1611, 0.0457]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.6298, 0.5312, 0.0757, 0.0871]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.5168, 0.6214, 0.1388, 0.0751]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.4195, 0.7055, 0.1376, 0.0595]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.4171, 0.8678, 0.0745, 0.2308]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.2993, 0.9099, 0.1376, 0.1376]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.101, 0.9579, 0.1779, 0.0751]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7764, 0.2019, 0.1725, 0.3612]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6298, 0.3293, 0.0865, 0.1208]}]"
SITE0076,corrosion-and-cracks-kuvur_corrosion-45-_jpeg.rf.3c921dbcec8f5f55e4a6928afca8880e.jpg,0,0,0,0.0,[]
SITE0077,corrosion_detection-unzub_Setting-in-of-galvanic-corrosion-at-joints-of-different-metals-_jpg.rf.d4f2bb6703c7f1216a1d24dccd21fabd.jpg,0,0,0,0.0,[]
SITE0078,corrosion_detection-unzub_galvanic-corrosion_teahub-io-door-lock-_jpg.rf.fa758116bc3d88df0f0752b9de7e1db6.jpg,5,5,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4087, 0.405, 0.1046, 0.6665]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5132, 0.4543, 0.0986, 0.2151]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2861, 0.506, 0.0349, 0.0739]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2308, 0.6502, 0.0523, 0.2819]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2909, 0.738, 0.0349, 0.0727]}]"
SITE0079,corrosion-and-cracks-kuvur_corrosion-74-_jpeg.rf.cbd3ff320f71b2c2cf66f3d11171e975.jpg,0,0,0,0.0,[]
SITE0080,pipe-defects-ybzjr_2013-05-sc-verif-pipe_jpg.rf.02db95be1cbffff239e5e2fd62416c74.jpg,4,4,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4651, 0.5781, 0.0522, 0.0864]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4234, 0.9325, 0.1058, 0.0506]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.9734, 0.925, 0.0522, 0.1489]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8372, 0.9269, 0.0567, 0.1072]}]"
SITE0081,corrosion-and-cracks-kuvur_corrosion-71-_jpeg.rf.752997f9e8f84ee6dfa9071127ac9f37.jpg,0,0,0,0.0,[]
SITE0082,corrosion-and-cracks-kuvur_corrosion-59-_jpeg.rf.48ceceea5ed8fafca6d60309ceca5014.jpg,1,1,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2227, 0.4805, 0.425, 0.6461]}]"
SITE0083,corrosion_detection-unzub_large-sacrificial-anode-on-steel-hull-of-canal-narrow-barge-boat-in-ETN2R5_jpg.rf.89e42e4adad513f47884a5f065fd6724.jpg,15,15,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1599, 0.238, 0.1376, 0.0523]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4099, 0.262, 0.2181, 0.024]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6755, 0.274, 0.1058, 0.0138]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3474, 0.3197, 0.0835, 0.0667]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4904, 0.3582, 0.0877, 0.0727]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6094, 0.393, 0.0547, 0.0577]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1418, 0.4279, 0.0817, 0.107]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3798, 0.4712, 0.0919, 0.1106]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6971, 0.4892, 0.0469, 0.1707]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8822, 0.4904, 0.0709, 0.1262]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.0829, 0.631, 0.0673, 0.0992]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1971, 0.7464, 0.0679, 0.1028]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.9062, 0.7716, 0.0583, 0.1436]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4243, 0.7981, 0.1298, 0.0583]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.649, 0.7993, 0.0956, 0.0703]}]"
SITE0084,pipe-defects-ybzjr_broken-pipe_jpg.rf.f0794a6d700ea3990ba315c003ffff85.jpg,5,2,3,0.85,"[{""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.7483, 0.1882, 0.2167, 0.06]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.9106, 0.1545, 0.1767, 0.0691]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.82, 0.2764, 0.3578, 0.0836]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2421, 0.786, 0.2796, 0.1379]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7872, 0.7364, 0.0444, 0.0845]}]"
SITE0085,pipe-defects-ybzjr_a4b8bfb5a418bf33304750f0c42f01a0_jpg.rf.9f778749daee24004f7284a4991c0cb0.jpg,4,3,1,0.85,"[{""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.1814, 0.0358, 0.1372, 0.0716]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4192, 0.8906, 0.0928, 0.1325]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3022, 0.722, 0.376, 0.5247]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7446, 0.7275, 0.0581, 0.0882]}]"
SITE0086,corrosion_detection-unzub_corrosion-metal-rusty-bollard-abandoned-pier-221587764_jpg.rf.403b9b04082d1dd3ee477b5049e7e10d.jpg,12,8,4,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5385, 0.232, 0.1629, 0.024]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.6983, 0.3185, 0.0126, 0.1106]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.7536, 0.4123, 0.0114, 0.351]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.4748, 0.4363, 0.0192, 0.2572]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8942, 0.4868, 0.0956, 0.0463]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7188, 0.6226, 0.0481, 0.0715]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.4832, 0.6599, 0.0294, 0.1472]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.9267, 0.6671, 0.1172, 0.0505]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5529, 0.7584, 0.0577, 0.0799]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7392, 0.7945, 0.1184, 0.2115]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5457, 0.905, 0.1058, 0.1857]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7392, 0.1827, 0.1472, 0.0391]}]"
SITE0087,corrosion-and-cracks-kuvur_corrosion-50-_jpeg.rf.22a2f1df5ce140ed99dfb0fcfaa08854.jpg,0,0,0,0.0,[]
